magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
720,178,-538,10,8,-108,-13,95,979,13:26:28
721,169,-555,11,-7,-75,-6,109,1039,13:26:28
730,187,-558,16,19,-66,-48,82,1023,13:26:28
711,181,-523,-2,12,-67,-33,49,976,13:26:28
711,181,-523,0,-34,-50,-12,72,971,13:26:28
726,165,-552,-13,-77,81,11,40,984,13:26:28
721,160,-564,-26,-68,186,41,11,992,13:26:28
724,159,-544,-36,-150,189,92,6,1040,13:26:28
702,177,-549,-11,-287,63,57,9,1072,13:26:28
723,172,-555,-12,-192,10,57,9,1072,13:26:28
712,177,-553,-25,-83,3,6,9,974,13:26:28
712,162,-570,-14,-25,-12,9,3,924,13:26:28
709,175,-564,0,-8,-14,30,32,955,13:26:28
711,171,-546,4,34,-11,55,59,1000,13:26:28
718,166,-549,9,120,-14,47,65,1020,13:26:28
702,168,-568,23,263,-14,32,44,1011,13:26:28
717,163,-558,3,1206,101,41,34,967,13:26:28
741,151,-552,-48,439,95,162,16,732,13:26:28
723,166,-552,-16,26,-3,25,-19,918,13:26:28
709,174,-555,2,-2,-16,-118,-24,1159,13:26:28
709,174,-555,2,-1,-7,-4,-9,1004,13:26:28
717,172,-546,1,0,-7,-7,3,996,13:26:28
718,165,-547,2,-1,-9,-8,4,1001,13:26:28
711,174,-565,2,0,-8,-6,5,1001,13:26:28
727,184,-549,2,0,-8,-7,6,999,13:26:28
723,165,-568,2,-1,-9,-7,6,998,13:26:28
709,159,-549,2,-2,-8,-7,6,998,13:26:28
717,163,-565,1,-1,-8,-6,4,997,13:26:28
723,154,-546,1,-1,-8,-6,4,997,13:26:28
714,177,-564,2,-1,-9,-7,8,998,13:26:28
724,156,-550,2,-1,-8,-8,6,999,13:26:28
718,159,-556,1,-1,-9,-8,4,999,13:26:28
721,168,-558,1,-2,-9,-7,7,997,13:26:28
723,172,-544,2,-2,-8,-6,6,998,13:26:28
723,165,-555,2,-2,-9,-6,5,998,13:26:28
718,156,-549,1,-1,-9,-5,4,998,13:26:28
718,156,-549,2,-2,-7,-6,6,997,13:26:28
718,159,-552,1,0,-8,-7,7,997,13:26:28
718,166,-537,1,0,-7,-7,4,998,13:26:28
730,193,-547,1,-1,-7,-8,3,999,13:26:28
729,183,-540,1,-1,-7,-8,3,1000,13:26:28
723,172,-550,2,-1,-8,-6,4,998,13:26:29
738,168,-544,2,-1,-8,-9,6,999,13:26:29
715,175,-537,2,-2,-8,-9,6,998,13:26:29
718,174,-526,2,0,-9,-9,6,998,13:26:29
700,175,-544,2,0,-9,-8,5,997,13:26:29
711,163,-529,2,-1,-9,-8,4,998,13:26:29
724,162,-526,2,-2,-9,-9,5,999,13:26:29
724,162,-526,2,-2,-7,-8,5,999,13:26:29
714,186,-562,2,-1,-9,-5,5,998,13:26:29
714,168,-549,2,-1,-8,-6,6,1000,13:26:29
721,175,-532,2,-1,-9,-8,6,1000,13:26:29
726,160,-555,1,-2,-9,-5,6,1000,13:26:29
738,184,-562,2,-1,-9,-5,5,999,13:26:29
708,154,-526,2,-2,-9,-7,5,998,13:26:29
727,183,-562,2,-2,-9,-7,5,998,13:26:29
715,181,-553,3,-2,-9,-6,4,997,13:26:29
711,166,-555,2,-1,-9,-8,5,997,13:26:29
705,172,-543,2,0,-9,-8,4,999,13:26:29
720,177,-550,2,0,-9,-5,3,999,13:26:29
721,166,-549,2,0,-9,-7,5,997,13:26:29
676,180,-535,2,-3,-9,-7,5,997,13:26:29
721,168,-553,2,-2,-8,-8,6,998,13:26:29
724,166,-529,2,-2,-8,-9,6,997,13:26:29
724,166,-529,2,-2,-8,-6,4,996,13:26:29
723,172,-535,2,0,-8,-5,4,996,13:26:29
718,171,-555,2,-1,-8,-7,6,997,13:26:29
724,180,-547,2,-1,-9,-6,6,997,13:26:29
709,177,-544,2,0,-9,-7,4,998,13:26:29
709,177,-544,2,0,-9,-8,3,998,13:26:29
726,169,-559,1,-2,-8,-7,3,997,13:26:29
712,174,-532,1,-1,-9,-6,4,998,13:26:29
721,168,-538,2,-1,-8,-7,6,998,13:26:29
739,169,-544,2,-2,-9,-8,4,996,13:26:29
724,166,-550,2,-1,-9,-7,5,997,13:26:29
715,183,-556,2,0,-9,-5,6,999,13:26:29
720,174,-547,1,0,-8,-5,3,1000,13:26:29
720,174,-547,1,-1,-8,-8,3,998,13:26:29
717,174,-550,2,0,-9,-5,5,1000,13:26:29
709,180,-552,2,-1,-8,-5,5,1000,13:26:29
711,192,-547,2,-2,-7,-7,4,1000,13:26:29
